,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
1254,Kia Seltos GTX Plus,14.95 Lakh,"24,001 kms",Petrol,Manual,1st Owner,2020,1999 cc,7 Seats
1255,Jaguar XF 2.0 Petrol Prestige,47 Lakh,"7,500 kms",Petrol,Automatic,1st Owner,2020,1956 cc,5 Seats
1256,Hyundai Alcazar Platinum 7-Seater,19.49 Lakh,"9,701 kms",Petrol,Manual,1st Owner,2022,999 cc,5 Seats
1257,Tata Harrier XZA AT,19.90 Lakh,"27,133 kms",Diesel,Automatic,1st Owner,2021,4461 cc,7 Seats
1258,Renault KWID Climber 1.0 AMT Opt,5.25 Lakh,"18,270 kms",Petrol,Automatic,1st Owner,2022,1373 cc,5 Seats
1259,Toyota Land Cruiser VX,1.58 Crore,"56,000 kms",Diesel,Automatic,1st Owner,2018,1197 cc,5 Seats
1260,Maruti Ciaz VXi,5.50 Lakh,"50,001 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats
1261,Maruti Swift VXI 2018,5.60 Lakh,"56,681 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
1262,Maruti Baleno Alpha,9.80 Lakh,"2,755 kms",Petrol,Manual,1st Owner,2022,2179 cc,7 Seats
1263,Maruti Baleno 1.2 Alpha,6.50 Lakh,"46,201 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats
1264,Mahindra XUV500 W10 2WD,9.50 Lakh,"85,001 kms",Diesel,Manual,1st Owner,2016,1993 cc,5 Seats
1265,Hyundai Grand i10 AT Asta,4.65 Lakh,"64,836 kms",Petrol,Automatic,1st Owner,2015,1197 cc,5 Seats
1266,Mercedes-Benz C-Class C 220d,62 Lakh,"4,000 kms",Diesel,Automatic,1st Owner,2022,1353 cc,5 Seats
1267,Hyundai Grand i10 Nios AMT Sportz,6.90 Lakh,"24,057 kms",Petrol,Automatic,1st Owner,2020,1956 cc,7 Seats
1268,Hyundai Creta SX Turbo Dualtone,16.95 Lakh,"49,559 kms",Petrol,Automatic,1st Owner,2020,1497 cc,5 Seats
1269,Tata New Safari XZA Plus AT,23.50 Lakh,"10,289 kms",Diesel,Automatic,1st Owner,2022,1956 cc,5 Seats
1270,Honda City i VTEC CVT VX,7.75 Lakh,"64,000 kms",Petrol,Automatic,1st Owner,2016,1451 cc,5 Seats
1271,MG Hector Smart Diesel MT BSIV,14.50 Lakh,"54,001 kms",Diesel,Manual,2nd Owner,2019,1798 cc,5 Seats
1272,MG Hector Sharp DCT,18.25 Lakh,"27,779 kms",Petrol,Automatic,1st Owner,2021,1396 cc,5 Seats
1273,Skoda Octavia 1.8 TSI AT Style Plus,13.49 Lakh,"70,000 kms",Petrol,Automatic,1st Owner,2017,2499 cc,5 Seats
1274,Hyundai Creta 1.4 CRDi S,8.35 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats
1275,Lexus NX 300h Luxury,48 Lakh,"49,000 kms",Petrol,Automatic,1st Owner,2019,2925 cc,5 Seats
1276,Volkswagen Polo 1.5 TDI Trendline,4.10 Lakh,"1,15,000 kms",Diesel,Manual,1st Owner,2016,1462 cc,6 Seats
1277,Mercedes-Benz S-Class S 350 d,47.75 Lakh,"13,000 kms",Diesel,Automatic,2nd Owner,2014,1353 cc,5 Seats
1278,Maruti XL6 Alpha AT,12 Lakh,"35,000 kms",Petrol,Automatic,1st Owner,2021,1798 cc,5 Seats
1279,Kia Seltos GTX Plus DCT,18.95 Lakh,"3,900 kms",Petrol,Automatic,2nd Owner,2021,2925 cc,7 Seats
1280,Toyota Corolla Altis G AT,8.95 Lakh,"63,000 kms",Petrol,Automatic,1st Owner,2014,1968 cc,5 Seats
1281,Mercedes-Benz GLS 400d 4MATIC,1.17 Crore,"15,000 kms",Diesel,Automatic,2nd Owner,2020,2143 cc,5 Seats
1282,Audi A4 2.0 TDI,11.49 Lakh,"60,000 kms",Diesel,Automatic,1st Owner,2014,1998 cc,5 Seats
1283,Mercedes-Benz C-Class C 220 CDI Avantgarde,12.45 Lakh,"23,000 kms",Diesel,Automatic,1st Owner,2013,2993 cc,5 Seats
1284,BMW 5 Series 530i M Sport,66 Lakh,"6,000 kms",Petrol,Automatic,1st Owner,2022,1968 cc,5 Seats
1285,BMW X5 xDrive 30d xLine,83 Lakh,"25,000 kms",Diesel,Automatic,1st Owner,2020,1950 cc,5 Seats
1286,Audi Q3 2.0 TDI Quattro Premium Plus,12.50 Lakh,"64,000 kms",Diesel,Automatic,2nd Owner,2014,1461 cc,5 Seats
1287,Mercedes-Benz C-Class Progressive C 200,36 Lakh,"17,000 kms",Petrol,Automatic,1st Owner,2018,2184 cc,4 Seats
1288,Renault Duster 110PS Diesel RxS AMT,6.95 Lakh,"40,000 kms",Diesel,Automatic,2nd Owner,2016,1198 cc,5 Seats
1289,Mahindra Thar LX 4-Str Convert Top Diesel AT,18.75 Lakh,"30,000 kms",Diesel,Automatic,1st Owner,2020,1451 cc,5 Seats
1290,Honda Brio S MT,2.60 Lakh,"79,000 kms",Petrol,Manual,1st Owner,2012,1199 cc,5 Seats
1291,MG Hector Sharp DCT,17 Lakh,"26,000 kms",Petrol,Automatic,1st Owner,2020,2967 cc,7 Seats
1292,Honda Amaze S Petrol,6.40 Lakh,"25,102 kms",Petrol,Manual,1st Owner,2019,1198 cc,5 Seats
1293,Audi Q7 45 TDI Quattro Technology,46 Lakh,"65,000 kms",Diesel,Automatic,1st Owner,2017,1197 cc,5 Seats
1294,Volkswagen Polo Petrol Comfortline 1.2L,3.90 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2014,1991 cc,5 Seats
1295,Hyundai Grand i10 Magna,3.40 Lakh,"33,000 kms",Petrol,Manual,2nd Owner,2014,2987 cc,7 Seats
1296,Mercedes-Benz GLC 300 4MATIC Sport,48.10 Lakh,"29,000 kms",Petrol,Automatic,1st Owner,2019,1998 cc,5 Seats
1297,Mercedes-Benz GLS 350d Grand Edition,59.50 Lakh,"45,000 kms",Diesel,Automatic,2nd Owner,2016,2499 cc,5 Seats
1298,BMW X3 xDrive 30i Luxury Line,45 Lakh,"25,500 kms",Petrol,Automatic,1st Owner,2018,2755 cc,7 Seats
1299,Lexus NX 300h Luxury,48.25 Lakh,"48,000 kms",Petrol,Automatic,1st Owner,2019,1995 cc,5 Seats
1300,Toyota Fortuner 2.8 4WD MT BSIV,24.45 Lakh,"1,00,000 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats
1301,BMW 5 Series 520d Luxury Line,48 Lakh,"29,000 kms",Diesel,Automatic,1st Owner,2019,1198 cc,5 Seats
1302,Nissan Sunny XV,2.85 Lakh,"83,000 kms",Petrol,Manual,1st Owner,2012,2498 cc,7 Seats
1303,Nissan Micra XV,2 Lakh,"57,000 kms",Petrol,Manual,1st Owner,2011,2143 cc,5 Seats
1304,Mahindra Thar 4X4,5.90 Lakh,"59,000 kms",Diesel,Manual,2nd Owner,2014,2179 cc,5 Seats
1305,Mercedes-Benz GLE 250d,56 Lakh,"45,000 kms",Diesel,Automatic,1st Owner,2019,2179 cc,5 Seats
1306,Land Rover Range Rover Evoque 2.2L Prestige,25.90 Lakh,"69,000 kms",Diesel,Automatic,2nd Owner,2014,2987 cc,7 Seats
1307,Land Rover Range Rover Evoque 2.2L Prestige,29.90 Lakh,"69,000 kms",Diesel,Automatic,1st Owner,2015,5950 cc,4 Seats
1308,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,34.90 Lakh,"79,000 kms",Diesel,Automatic,3rd Owner,2015,2143 cc,5 Seats
1309,Bentley Flying Spur W12,68.90 Lakh,"44,000 kms",Petrol,Automatic,1st Owner,2013,2967 cc,5 Seats
1310,Mercedes-Benz GLC 220d 4MATIC Sport,38.90 Lakh,"69,000 kms",Diesel,Automatic,1st Owner,2017,2755 cc,7 Seats
1311,Audi A6 3.0 TDI Quattro Premium Plus,11.25 Lakh,"68,000 kms",Diesel,Automatic,2nd Owner,2013,1796 cc,5 Seats
1312,Toyota Fortuner 2.8 2WD MT BSIV,31 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2019,2477 cc,7 Seats
1313,Mercedes-Benz C-Class C 200 CGI Elegance,8.25 Lakh,"86,000 kms",Petrol,Automatic,1st Owner,2011,1197 cc,5 Seats
1314,Mitsubishi Pajero Sport 4X2 AT Dual Tone,16.45 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2017,1198 cc,5 Seats
1315,Hyundai Grand i10 Nios Magna,6.25 Lakh,"12,000 kms",Petrol,Manual,2nd Owner,2020,1999 cc,5 Seats
1316,Honda Amaze EX i-Vtech,3.60 Lakh,"85,000 kms",Petrol,Manual,1st Owner,2014,1248 cc,5 Seats
1317,Land Rover Discovery Sport TD4 HSE,29.50 Lakh,"1,20,000 kms",Diesel,Automatic,1st Owner,2016,2996 cc,7 Seats
1318,Maruti SX4 S Cross Zeta DDiS 200 SH,7.51 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2018,2993 cc,5 Seats
1319,Mercedes-Benz GLS 400 4MATIC,62.50 Lakh,"80,000 kms",Petrol,Automatic,1st Owner,2017,1248 cc,5 Seats
1320,BMW X5 xDrive 30d Expedition,56.50 Lakh,"34,000 kms",Diesel,Automatic,1st Owner,2019,1451 cc,6 Seats
1321,Maruti Ciaz VDi Plus,4.65 Lakh,"72,000 kms",Diesel,Manual,1st Owner,2015,1950 cc,5 Seats
1322,MG Hector Plus Sharp DCT,19 Lakh,"18,000 kms",Petrol,Automatic,1st Owner,2021,2143 cc,5 Seats
1323,Mercedes-Benz C-Class Progressive C 200,47.90 Lakh,"11,000 kms",Petrol,Automatic,1st Owner,2021,1595 cc,5 Seats
1324,Mercedes-Benz E-Class E250 CDI Avantgarde,25.90 Lakh,"60,625 kms",Diesel,Automatic,2nd Owner,2016,1197 cc,5 Seats
1325,Mercedes-Benz A Class A180 Sport,17 Lakh,"68,000 kms",Petrol,Automatic,1st Owner,2017,4663 cc,5 Seats
1326,Maruti Baleno 1.2 CVT Delta,5.25 Lakh,"75,000 kms",Petrol,Automatic,1st Owner,2016,1968 cc,5 Seats
1327,Mercedes-Benz S-Class S 500 L,49 Lakh,"70,000 kms",Petrol,Automatic,2nd Owner,2015,2987 cc,7 Seats
1328,Audi Q3 2.0 TDI Quattro Premium Plus,15.89 Lakh,"73,000 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats
1329,Mercedes-Benz GLS 350d 4MATIC,58.85 Lakh,"65,000 kms",Diesel,Automatic,1st Owner,2017,2995 cc,5 Seats
1330,Audi Q3 35 TDI Quattro Premium Plus,17.50 Lakh,"70,011 kms",Diesel,Automatic,1st Owner,2015,2755 cc,7 Seats
1331,Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,1.92 Crore,"40,000 kms",Petrol,Automatic,1st Owner,2019,1968 cc,5 Seats
1332,Toyota Innova Crysta 2.8 ZX AT BSIV,17.50 Lakh,"67,011 kms",Diesel,Automatic,1st Owner,2017,1497 cc,5 Seats
1333,Skoda Yeti Ambition 4X2,3.25 Lakh,"1,03,000 kms",Diesel,Manual,1st Owner,2013,1998 cc,5 Seats
1334,Honda City i-VTEC CVT ZX,9.49 Lakh,"50,000 kms",Petrol,Automatic,2nd Owner,2017,1197 cc,5 Seats
1335,Volvo XC60 B5 Inscripition,68.50 Lakh,"7,000 kms",Petrol,Automatic,1st Owner,2022,3198 cc,7 Seats
1336,Maruti Swift Dzire VXI 1.2,6.40 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2019,1991 cc,5 Seats
1337,Ford Endeavour Titanium Plus 4X4,31.49 Lakh,"44,000 kms",Diesel,Automatic,1st Owner,2018,1353 cc,5 Seats
1338,Mercedes-Benz GLC 300 4MATIC Sport,48 Lakh,"28,500 kms",Petrol,Automatic,1st Owner,2019,1248 cc,5 Seats
1339,Hyundai Creta SX Opt Turbo,19.75 Lakh,"8,000 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats
1340,Maruti Swift VDI,5.90 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2019,1197 cc,5 Seats
1341,Honda City V AT,3.94 Lakh,"70,000 kms",Petrol,Automatic,2nd Owner,2012,1995 cc,5 Seats
1342,Maruti Ignis 1.2 Alpha BSIV,4.35 Lakh,"80,000 kms",Petrol,Manual,1st Owner,2018,1497 cc,5 Seats
1343,BMW X1 sDrive 20d xLine,30 Lakh,"25,000 kms",Diesel,Automatic,1st Owner,2019,796 cc,5 Seats
1344,Honda City V MT,10.50 Lakh,"2,000 kms",Petrol,Manual,1st Owner,2022,2694 cc,7 Seats
1345,Maruti Alto 800 LXI,3.20 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2018,2987 cc,5 Seats
1346,Toyota Innova Crysta 2.7 ZX AT,20 Lakh,"26,000 kms",Petrol,Automatic,1st Owner,2018,2184 cc,4 Seats
1347,Maserati Ghibli Diesel BSIV,66 Lakh,"12,000 kms",Diesel,Automatic,1st Owner,2016,1197 cc,5 Seats
1348,Mahindra Thar LX 4-Str Convert Top Diesel AT,17.75 Lakh,"13,001 kms",Diesel,Automatic,1st Owner,2022,2143 cc,5 Seats
1349,Hyundai Xcent 1.2 VTVT S,4.75 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2019,1199 cc,5 Seats
1350,Mercedes-Benz C-Class C 220 CDI Avantgarde,21.50 Lakh,"37,000 kms",Diesel,Automatic,2nd Owner,2015,2498 cc,6 Seats
1351,Honda Jazz 1.2 V AT i VTEC,6.90 Lakh,"27,200 kms",Petrol,Automatic,1st Owner,2017,1462 cc,5 Seats
1352,Mahindra Thar CRDe,7.72 Lakh,"46,365 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats
1353,Maruti Ciaz Alpha BSIV,8.72 Lakh,"82,496 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats
1354,Renault Duster 110PS Diesel RxL AMT,6.51 Lakh,"73,656 kms",Diesel,Automatic,1st Owner,2016,1493 cc,7 Seats
1355,Maruti Ciaz ZDi SHVS,5.43 Lakh,"92,530 kms",Diesel,Manual,1st Owner,2016,1368 cc,5 Seats
1356,Mahindra TUV 300 mHAWK100 T8,6.58 Lakh,"68,364 kms",Diesel,Manual,2nd Owner,2017,1197 cc,5 Seats
1357,Jeep Compass 1.4 Sport,12.61 Lakh,"30,224 kms",Petrol,Manual,1st Owner,2018,1462 cc,5 Seats
1358,Maruti Baleno 1.2 Alpha,5.85 Lakh,"88,658 kms",Petrol,Manual,1st Owner,2017,2498 cc,6 Seats
1359,Maruti Vitara Brezza ZXI,10.53 Lakh,"26,396 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats
1360,Mahindra Thar CRDe,7.46 Lakh,"60,020 kms",Diesel,Manual,1st Owner,2017,1462 cc,5 Seats
1361,Maruti Alto K10 2010-2014 VXI,2.68 Lakh,"55,107 kms",Petrol,Manual,1st Owner,2014,796 cc,5 Seats
1362,Maruti Ciaz Alpha AT,12.43 Lakh,"3,925 kms",Petrol,Automatic,1st Owner,2022,1197 cc,5 Seats
1363,Maruti Alto 800 LXI,3.23 Lakh,"21,949 kms",Petrol,Manual,1st Owner,2017,1598 cc,5 Seats
1364,Maruti Swift Dzire VXI,5 Lakh,"41,899 kms",Petrol,Manual,1st Owner,2016,1497 cc,5 Seats
1365,Nissan Terrano XL P,7.25 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2018,2400 cc,5 Seats
1366,Honda City i-VTEC V,8.65 Lakh,"28,000 kms",Petrol,Manual,1st Owner,2018,1950 cc,5 Seats
1367,Volvo XC60 D5 Inscription,61 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2021,1950 cc,5 Seats
1368,Mercedes-Benz GLC 220d 4MATIC,56.50 Lakh,"24,000 kms",Diesel,Automatic,1st Owner,2020,1798 cc,5 Seats
1369,Mercedes-Benz GLE 300d,89 Lakh,"13,000 kms",Diesel,Automatic,1st Owner,2021,998 cc,5 Seats
1370,Skoda Superb Style 1.8 TSI AT,21.75 Lakh,"54,000 kms",Petrol,Automatic,1st Owner,2017,1248 cc,5 Seats
1371,Maruti Alto K10 VXI,3.15 Lakh,"30,555 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
1372,Maruti Ciaz VDi Plus SHVS,4.78 Lakh,"1,19,878 kms",Diesel,Manual,1st Owner,2015,1248 cc,5 Seats
1373,Hyundai i20 1.2 Magna Opt,2.43 Lakh,"84,557 kms",Petrol,Manual,1st Owner,2011,1997 cc,7 Seats
1374,Maruti Ciaz VDi Option SHVS,5.36 Lakh,"96,528 kms",Diesel,Manual,1st Owner,2017,999 cc,5 Seats
1375,Mahindra XUV500 W10 1.99 mHawk,11.24 Lakh,"44,081 kms",Diesel,Manual,1st Owner,2017,1248 cc,5 Seats
1376,Renault Kiger RXT AMT,7.75 Lakh,"6,494 kms",Petrol,Automatic,1st Owner,2021,998 cc,5 Seats
1377,Maruti Swift VDI BSIV,3.40 Lakh,"1,18,631 kms",Diesel,Manual,1st Owner,2014,1198 cc,5 Seats
1378,Maruti Alto K10 VXI,3.51 Lakh,"47,133 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
1379,Honda Amaze S i-VTEC,4.56 Lakh,"94,025 kms",Petrol,Manual,1st Owner,2017,998 cc,5 Seats
1380,Hyundai i20 Magna 1.2,5.02 Lakh,"68,841 kms",Petrol,Manual,1st Owner,2016,1582 cc,5 Seats
1381,Hyundai Venue SX Plus Turbo DCT BSIV,10.46 Lakh,"31,952 kms",Petrol,Automatic,1st Owner,2019,998 cc,5 Seats
1382,Hyundai Creta 1.6 CRDi SX,11.30 Lakh,"66,518 kms",Diesel,Manual,2nd Owner,2019,1582 cc,5 Seats
1383,Hyundai Venue SX Plus Turbo DCT BSIV,10.53 Lakh,"26,684 kms",Petrol,Automatic,2nd Owner,2019,1199 cc,5 Seats
1384,Hyundai Creta 1.6 CRDi SX,7.90 Lakh,"38,280 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats
1385,Tata Tiago 1.2 Revotron XZ,3.77 Lakh,"96,392 kms",Petrol,Manual,1st Owner,2017,2179 cc,7 Seats
1386,Maruti Swift Dzire 1.2 ZXi BSIV,2.86 Lakh,"92,613 kms",Petrol,Manual,1st Owner,2011,1498 cc,5 Seats
1387,Mahindra Scorpio S7 120,11.78 Lakh,"40,011 kms",Diesel,Manual,1st Owner,2018,1396 cc,5 Seats
1388,Honda City i DTEC VX,5.33 Lakh,"98,772 kms",Diesel,Manual,2nd Owner,2015,1248 cc,5 Seats
1389,Hyundai i20 Asta 1.4 CRDi,3.50 Lakh,"38,931 kms",Diesel,Manual,1st Owner,2013,1396 cc,5 Seats
1390,Maruti Swift LDI BSIV,4.27 Lakh,"82,392 kms",Diesel,Manual,1st Owner,2017,2179 cc,7 Seats
1391,Hyundai i20 1.4 Asta,5.72 Lakh,"96,805 kms",Diesel,Manual,1st Owner,2017,998 cc,5 Seats
1392,Mahindra Scorpio S5 BSIV,9.98 Lakh,"68,307 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats
1393,Maruti Wagon R LXI BS IV,3.75 Lakh,"30,404 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats
1394,Maruti Baleno 1.2 Alpha,6.30 Lakh,"36,438 kms",Petrol,Manual,2nd Owner,2018,2179 cc,7 Seats
1395,Maruti Swift VDI BSIV,3.76 Lakh,"1,15,206 kms",Diesel,Manual,1st Owner,2015,1451 cc,5 Seats
1396,Mahindra XUV500 W6 2WD,6.23 Lakh,"1,04,537 kms",Diesel,Manual,1st Owner,2015,1995 cc,5 Seats
1397,MG Hector Sharp DCT,16.13 Lakh,"29,827 kms",Petrol,Automatic,2nd Owner,2019,1968 cc,5 Seats
1398,BMW 3 Series Luxury Edition,44.50 Lakh,"9,200 kms",Diesel,Automatic,1st Owner,2020,2755 cc,7 Seats
1399,Audi Q3 35 TDI Quattro Premium Plus,17.50 Lakh,"39,356 kms",Diesel,Automatic,1st Owner,2015,3198 cc,7 Seats
1400,Toyota Innova Crysta 2.8 GX AT BSIV,15.75 Lakh,"55,000 kms",Diesel,Automatic,1st Owner,2017,2755 cc,7 Seats
1401,Ford Endeavour 3.2 Titanium AT 4X4,28.75 Lakh,"80,000 kms",Diesel,Automatic,1st Owner,2018,2987 cc,5 Seats
1402,Toyota Innova Crysta 2.8 GX AT BSIV,19.45 Lakh,"55,000 kms",Diesel,Automatic,1st Owner,2019,1248 cc,5 Seats
1403,Mercedes-Benz S-Class S 350 CDI,71.50 Lakh,"18,000 kms",Diesel,Automatic,1st Owner,2017,1497 cc,5 Seats
1404,Maruti Vitara Brezza VDi AMT,7.50 Lakh,"43,000 kms",Diesel,Automatic,1st Owner,2018,814 cc,5 Seats
1405,Hyundai Creta EX,12.73 Lakh,"1,000 kms",Petrol,Manual,1st Owner,2021,2143 cc,5 Seats
1406,Hyundai EON Era Plus,2.30 Lakh,"67,885 kms",Petrol,Manual,1st Owner,2013,998 cc,5 Seats
1407,Mercedes-Benz C-Class 220 CDI AT,13.75 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2013,1396 cc,5 Seats
1408,Hyundai EON 1.0 Era Plus,2.30 Lakh,"48,421 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats
1409,Hyundai i20 Active 1.4 S,6.50 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2018,1582 cc,5 Seats
1410,Maruti Swift Dzire VXI,4.25 Lakh,"49,000 kms",Petrol,Manual,1st Owner,2014,1498 cc,5 Seats
1411,Hyundai Verna 1.6 SX,4.50 Lakh,"75,000 kms",Diesel,Manual,1st Owner,2013,1150 cc,5 Seats
1412,Ford Ecosport 1.5 DV5 MT Titanium,4.10 Lakh,"71,000 kms",Diesel,Manual,1st Owner,2014,1968 cc,5 Seats
1413,Chevrolet Aveo U-VA 1.2,"90,000 ","78,000 kms",Petrol,Manual,2nd Owner,2009,1248 cc,7 Seats
1414,Audi A6 35 TDI,24.50 Lakh,"68,000 kms",Diesel,Automatic,1st Owner,2016,1198 cc,5 Seats
1415,Maruti Ertiga ZDI,5.18 Lakh,"94,944 kms",Diesel,Manual,1st Owner,2015,1493 cc,5 Seats
1416,Honda Amaze S Option i-VTEC,4.71 Lakh,"6,357 kms",Petrol,Manual,1st Owner,2017,1497 cc,5 Seats
1417,Hyundai Venue SX Opt Executive Diesel,10.24 Lakh,"24,237 kms",Diesel,Manual,1st Owner,2022,1199 cc,5 Seats
1418,Kia Seltos HTX IVT G,16.50 Lakh,"28,000 kms",Petrol,Automatic,1st Owner,2021,2755 cc,7 Seats
1419,Honda Amaze E Petrol,5.89 Lakh,"10,282 kms",Petrol,Manual,1st Owner,2020,2982 cc,7 Seats
1420,Toyota Innova Crysta 2.8 ZX AT BSIV,17.10 Lakh,"1,11,337 kms",Diesel,Automatic,1st Owner,2018,1995 cc,5 Seats
1421,Toyota Fortuner 4x2 Manual,12.62 Lakh,"1,27,429 kms",Diesel,Manual,1st Owner,2014,1461 cc,5 Seats
1422,BMW 5 Series 520d Sport Line,40.50 Lakh,"55,000 kms",Diesel,Automatic,2nd Owner,2018,1197 cc,5 Seats
1423,Nissan Sunny Diesel XL,3.39 Lakh,"61,034 kms",Diesel,Manual,2nd Owner,2015,1120 cc,5 Seats
1424,Maruti Swift AMT ZXI,5.64 Lakh,"76,036 kms",Petrol,Automatic,2nd Owner,2018,1968 cc,5 Seats
1425,Hyundai Grand i10 CRDi Sportz,2.75 Lakh,"65,000 kms",Diesel,Manual,2nd Owner,2014,1396 cc,5 Seats
1426,Audi Q5 30 TDI quattro Premium,14.75 Lakh,"80,000 kms",Diesel,Automatic,3rd Owner,2015,2755 cc,7 Seats
1427,Hyundai Venue SX Opt Diesel BSIV,9.82 Lakh,"64,104 kms",Diesel,Manual,1st Owner,2019,1582 cc,5 Seats
1428,Toyota Innova Crysta 2.8 GX AT BSIV,15.76 Lakh,"1,16,378 kms",Diesel,Automatic,1st Owner,2018,998 cc,5 Seats
1429,Hyundai Verna 1.6 CRDi SX,5.60 Lakh,"42,234 kms",Diesel,Manual,2nd Owner,2016,2179 cc,7 Seats
1430,Hyundai Venue SX Opt iMT,11.50 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats
1431,Mahindra XUV500 W6 2WD,4.44 Lakh,"49,812 kms",Diesel,Manual,2nd Owner,2013,1198 cc,5 Seats
1432,Maruti Ignis Sigma,5.02 Lakh,"2,294 kms",Petrol,Manual,1st Owner,2022,2967 cc,5 Seats
1433,Skoda Fabia 1.2 MPI Ambiente,1.17 Lakh,"94,679 kms",Petrol,Manual,5th Owner,2010,1248 cc,5 Seats
1434,Audi Q5 3.0 TDI Quattro Technology,21 Lakh,"35,000 kms",Diesel,Automatic,1st Owner,2015,998 cc,5 Seats
1435,Maruti Ciaz ZDi,4.76 Lakh,"57,122 kms",Diesel,Manual,1st Owner,2014,1186 cc,5 Seats
1436,Maruti Wagon R VXI BS IV,3.32 Lakh,"25,122 kms",Petrol,Manual,1st Owner,2017,1582 cc,5 Seats
1437,Hyundai Grand i10 1.2 CRDi Magna,3.50 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2017,1197 cc,5 Seats
1438,Hyundai Creta 1.6 SX Automatic Diesel,14.25 Lakh,"36,000 kms",Diesel,Automatic,2nd Owner,2020,1396 cc,5 Seats
1439,Maruti Baleno Delta,6.31 Lakh,"38,736 kms",Petrol,Manual,1st Owner,2020,2694 cc,7 Seats
1440,Hyundai i20 Asta 1.4 CRDi,3.81 Lakh,"1,30,432 kms",Diesel,Manual,1st Owner,2014,1798 cc,5 Seats
1441,Toyota Fortuner 2.7 2WD AT,31 Lakh,"44,000 kms",Petrol,Automatic,2nd Owner,2019,2967 cc,5 Seats
1442,Audi A6 35 TFSI Matrix,36.75 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2018,1086 cc,5 Seats
1443,Audi Q5 3.0 TDI Quattro,9.95 Lakh,"68,000 kms",Diesel,Automatic,3rd Owner,2011,2179 cc,7 Seats
1444,Hyundai i10 Magna 1.1L,2.25 Lakh,"38,000 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats
1445,Mahindra XUV500 R W10 FWD,8.90 Lakh,"65,000 kms",Diesel,Manual,1st Owner,2015,2179 cc,7 Seats
1446,Maruti Swift Dzire VXI 1.2 BS IV,6.50 Lakh,"65,000 kms",Petrol,Manual,1st Owner,2019,1368 cc,5 Seats
1447,Mahindra Scorpio S5,15.85 Lakh,"12,001 kms",Diesel,Manual,1st Owner,2022,1991 cc,5 Seats
1448,Jeep Compass 1.4 Sport Plus BSIV,13.75 Lakh,"23,000 kms",Petrol,Manual,1st Owner,2019,2967 cc,7 Seats
1449,Mercedes-Benz E-Class Expression E 200 BSIV,44 Lakh,"65,000 kms",Petrol,Automatic,1st Owner,2018,1198 cc,5 Seats
1450,Audi Q7 45 TDI Quattro Premium Plus,18.75 Lakh,"43,000 kms",Diesel,Automatic,2nd Owner,2014,1969 cc,5 Seats
1451,Honda Brio S MT,2.65 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2012,1995 cc,4 Seats
1452,Volvo XC60 Inscription D5,60 Lakh,"7,500 kms",Diesel,Automatic,1st Owner,2020,1198 cc,6 Seats
1453,BMW 6 Series GT 620d Luxury Line 2019-2021,60.50 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2020,2359 cc,5 Seats
1454,Mahindra KUV 100 NXT G80 K8 Dual Tone,4.35 Lakh,"36,000 kms",Petrol,Manual,1st Owner,2017,1968 cc,5 Seats
1455,Hyundai Sonata 2.4 GDi MT,4.75 Lakh,"86,000 kms",Petrol,Manual,1st Owner,2012,2987 cc,7 Seats
